id,citation
297,"Baird, Sarah; de Hoop, Jacobus; Ozler, Berk. 2011. Income Shocks and Adolescent Mental Health. Policy Research working paper ; no. WPS 5644. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3407 License: CC BY 3.0 IGO."
298,"World Bank. 2014. Creation of a Reformed Pension System for Civil Servants in Timor-Leste. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21120 License: CC BY 3.0 IGO."
299,"Azevedo, Joao Pedro; Inchauste, Gabriela; Sanfelice, Viviane. 2013. Decomposing the Recent Inequality Decline in Latin America. Policy Research Working Paper;No. 6715. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16931 License: CC BY 3.0 IGO."
300,"Cruz, Cesi; Keefer, Philip. 2013. The Organization of Political Parties and the Politics of Bureaucratic Reform. Policy Research Working Paper;No. 6686. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16926 License: CC BY 3.0 IGO."
301,"Oviedo, Ana Maria; Moroz, Harry. 2013. A Review of the Ex Post and Ex Ante Impacts of Risk. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16333 License: CC BY 3.0 IGO."
302,"Baez, Javier E.; Kronick, Dorothy; Mason, Andrew D.. 2013. Rural Households in a Changing Climate. Policy Research Working Paper; No. 6326. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/12164 License: CC BY 3.0 Unported."
303,"World Bank. 2014. Harnessing the Global Recovery, A Tough Road Ahead. Middle East and North Africa Regional Economic Update;April 2014. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17789 License: CC BY 3.0 IGO."
304,"Ringold, Dena; Holla, Alaka; Koziol, Margaret; Srinivasan, Santhosh. 2012. Citizens and Service Delivery : Assessing the Use of Social Accountability Approaches in the Human Development Sectors. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2377 License: CC BY 3.0 IGO."
305,"World Bank. 2013. Kenya National Safety Net Program for Results : Integrated Fiduciary Assessment. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16262 License: CC BY 3.0 Unported."
306,"World Bank. 2013. Kenya National Safety Net Program for Results : Technical Assessment. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16800 License: CC BY 3.0 IGO."
307,"Independent Evaluation Group. 2014. Social Safety Nets and Gender : Learning from Impact Evaluations and World Bank Projects. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21365 License: CC BY 3.0 IGO."
308,"World Bank. 2013. Building Resilience to Disaster and Climate Change through Social Protection. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16492 License: CC BY-NC-ND 3.0 IGO."
309,"Christiaensen, Luc; Pan, Lei. 2012. On the Fungibility of Spending and Earnings : Evidence from Rural China and Tanzania. Policy Research Working Paper; No. 6298. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12208 License: CC BY 3.0 Unported."
310,"Azevedo, Joao Pedro; Inchauste, Gabriela; Sanfelice, Viviane. 2013. Decomposing the Recent Inequality Decline in Latin America. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16931 License: CC BY 3.0 IGO."
311,"World Bank. 2014. Philippine Economic Update : Pursuing Inclusive Growth through Sustainable Reconstruction and Job Creation. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20066 License: CC BY 3.0 IGO."
312,"Hlasny, Vladimir; Verme, Paolo. 2013. Top Incomes and the Measurement of Inequality in Egypt. Policy Research Working Paper;No.6557. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/15924 License: CC BY 3.0 Unported."
313,"Kochnakyan, Artur; Balabanyan, Ani; Antmann, Pedro; Laderchi, Caterina Ruggeri; Olivier, Anne; Pierce, Lauren; Hankinson, Denzel. 2013. Republic of Armenia : Power Sector Tariff Study. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16703 License: CC BY 3.0 IGO."
314,"Skoufias, Emmanuel; Tiwari, Sailesh; Zaman, Hassan. 2012. Crises, Food Prices, and the Income Elasticity of Micronutrients : Estimates from Indonesia. Oxford University Press on behalf of the World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/19078 License: CC BY-NC-ND 3.0 IGO."
315,"Schellekens, Philip. 2013. A Changing China : Implications for Developing Countries. Economic Premise;No. 114.World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16115 License: CC BY 3.0 Unported."
316,"Bucheli, Marisa; Lustig, Nora; Rossi, Maximo; Amabile, Florencia. 2013. Social Spending, Taxes and Income Redistribution in Uruguay. Policy Research Working Paper;No. 6380. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13179 License: CC BY 3.0 Unported."
317,"World Bank. 2013. A Public Expenditure Review for Paraguay : The Quest for Optimal Tax and Expenditure Policies for Shared Prosperity. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21280 License: CC BY 3.0 IGO."
318,"Gine, Xavier; Karlan, Dean; Ngatia, Muthoni. 2013. Social Networks, Financial Literacy and Index Insurance. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21814 License: CC BY 3.0 IGO."
319,"World Bank. 2013. Latin America and the Caribbean Poverty and Labor Brief, June 2013 : Shifting Gears to Accelerate Shared Prosperity in Latin America and the Caribbean. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15265 License: CC BY 3.0 IGO."
320,"Yoong, Joanne; Mihaly, Kata; Bauhoff, Sebastian; Rabinovich, Lila; Hung, Angela. 2013. A Toolkit for the Evaluation of Financial Capability Programs in Low-, and Middle-Income Countries. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16294 License: CC BY 3.0 IGO."
321,"World Bank. 2013. Philippine Development Report : Creating More and Better Jobs. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16716 License: CC BY 3.0 IGO."
322,"World Bank. 2012. Responding to Higher and More Volatile World Food Prices. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12950 License: CC BY 3.0 Unported."
323,"Macours, Karen; Premand, Patrick; Vakis, Renos. 2012. Transfers, Diversification and Household Risk Strategies : Experimental Evidence with Lessons for Climate Change Adaptation. Policy Research Working Paper ; No. 6053. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6055 License: Attribution 3.0 United States."
324,"Silv_rio Marques, Jos_; Van Dyck, John; Namara, Suleiman; Costa, Rita; Bailor, Sybil. 2013. Sierra Leone Social Protection Assessment. Social protection and labor discussion paper;no. 1406. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18966 License: CC BY 3.0 IGO."
325,"World Bank. 2013. Malawi Public Expenditure Review. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20586 License: CC BY 3.0 IGO."
326,"Reynolds, S.A.2015.Behavioral games and intrahousehold allocation: teenage mothers and their mothers in Brazil. Review of Economics of the Household."
327,"Ryckembusch, D. , Frega, R. , Silva, M.G. 2013. Enhancing nutrition: A new tool for ex-ante comparison of commodity-based vouchers and food transfers. World Development"
328,"Eozenou, Patrick; Madani, Dorsati; Swinkels, Rob. 2013. Poverty, Malnutrition and Vulnerability in Mali. Policy Research Working Paper;No. 6561. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15993 License: CC BY 3.0 Unported."
329,"World Bank. 2013. Sierra Leone : Social Protection Assessment. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16755 License: CC BY 3.0 IGO."
330,"Alderman, Harold; Yemtsov, Ruslan. 2014. How Can Safety Nets Contribute to Economic Growth?. Oxford University Press on behalf of the World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/22555 License: CC BY-NC-ND 3.0 IGO."
331,"World Bank. 2013. Indonesia Economic Quarterly, October 2013 : Continuing Adjustment. World Bank, Jakarta. © World Bank. https://openknowledge.worldbank.org/handle/10986/16640 License: CC BY 3.0 IGO."
332,"Angel-Urdinola, Diego F.; Rodriguez Caillava, Ines; Semlali, Amina. 2013. The Middle East and North Africa Community of Practice on Employment and Social Safety Nets. MENA Knowledge and Learning Quick Notes Series;No. 84. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16131 License: CC BY 3.0 Unported."
333,"World Bank. 2013. World Bank East Asia and Pacific Economic Update, October 2013 : Rebuilding Policy Buffers, Reinvigorating Growth. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16207 License: CC BY 3.0 Unported."
334,"Morgandi, Matteo; Silva, Joana; Levin, Victoria. 2012. Inclusion and Resilience : The Way Forward for Social Safety Nets in the Middle East and North Africa, OVERVIEW. MENA developement report;. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12261 License: CC BY 3.0 Unported."
335,"World Bank. 2013. Promoting an Integral Social Protection System. Mexico policy note;no. 5. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16576 License: CC BY 3.0 IGO."
336,"Lustig, Nora; Lopez-Calva, Luis F.; Ortiz-Juarez, Eduardo. 2012. Declining Inequality in Latin America in the 2000s : The Cases of Argentina, Brazil, and Mexico. Policy Research Working Paper; No. 6248. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12089 License: CC BY 3.0 Unported."
337,"World Bank; International Finance Corporation. 2013. Doing Business 2014 Economy Profile : Mongolia. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18446 License: CC BY 3.0 IGO."
338,"Alderman, Harold; Yemtsov, Ruslan. 2013. How Can Safety Nets Contribute to Economic Growth?. Policy Research Working Paper;No. 6437. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15578 License: CC BY 3.0 IGO."
339,"World Bank. 2013. Kenya Economic Report, June 2013, No. 8 : Time to Shift Gears--Accelerating Growth and Poverty Reduction in the New Kenya. Kenya economic update;edition no. 8. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16596 License: CC BY 3.0 IGO."
340,"World Bank. 2012. Managing Risk, Promoting Growth : Developing Systems for Social Protection in Africa--The World Bank's Africa Social Protection Strategy 2012-2022. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23744 License: CC BY 3.0 IGO."
341,"World Bank. 2014. World Bank Research Digest, Vol. 8(2). Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20953 License: CC BY 3.0 IGO."
342,"World Bank. 2014. Harnessing the Global Recovery, A Tough Road Ahead. Middle East and North Africa Regional Economic Update;April 2014. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17789 License: CC BY 3.0 IGO."
343,"World Bank. 2012. Sri Lanka - Demographic Transition : Facing the Challenges of an Aging Population with Few Resources. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12285 License: CC BY 3.0 Unported."
344,"Todd, Petra E.. 2012. Effectiveness of Interventions Aimed atImproving WomenIs Employability and Quality of Work : A Critical Review. Policy Research Working Paper; No. 6189. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12043 License: CC BY 3.0 Unported."
345,"Moreno-Dodson, Blanca. 2013. Is Fiscal Policy the Answer? A Developing Country Perspective. Directions in Development--Public Sector Governance;. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/13086 License: CC BY 3.0 IGO."
346,"Holzmann, Robert; Mulaj, Florentina; Perotti, Valeria. 2013. Financial Capability in Low- and Middle-Income Countries : Measurement and Evaluation. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16293 License: CC BY 3.0 Unported."
347,"World Bank. 2013. Lesotho : A Safety Net to End Extreme Poverty. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16650 License: CC BY 3.0 IGO."
348,"Deininger, Klaus; Liu, Yanyan. 2013. Welfare and Poverty Impacts of India's National Rural Employment Guarantee Scheme : Evidence from Andhra Pradesh. Policy Research Working Paper;No. 6543. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15903 License: CC BY 3.0 Unported."
349,"Murgai, Rinku; Ravallion, Martin; van de Walle, Dominique. 2013. Is Workfare Cost-Effective against Poverty in a Poor Labor-Surplus Economy?. Policy Research Working Paper;No. 6673. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16888 License: CC BY 3.0 IGO."
350,"Allen, Franklin; Demirguc-Kunt, Asli; Klapper, Leora; Peria, Maria Soledad Martinez. 2012. The Foundations of Financial Inclusion : Understanding Ownership and Use of Formal Accounts. Policy Research Working Paper; No. 6290. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12203 License: CC BY 3.0 IGO."
351,"World Bank. 2010. Fiscal Policies and Institutions for Shared Growth in Kenya : Lessons from the Global Crisis. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12980 License: CC BY 3.0 Unported."
352,"Smith, W. James; Mistiaen, Emma; Guven, Melis; Morojele, Morabo. 2013. Lesotho : A Safety Net to End Extreme Poverty. Social protection and labor discussion paper;no. 1409. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18967 License: CC BY 3.0 IGO."
353,"World Bank. 2013. South Africa Economic Update : Focus on Financial Inclusion. South Africa economic update; issue no. 4. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16563 License: CC BY 3.0 IGO."
354,"Cho, Yoonyoung; Honorati, Maddalena. 2013. Entrepreneurship Programs in Developing Countries : A Meta Regression Analysis. Social Protection and Labor Discussion Paper; No. 1302. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/13568 License: CC BY 3.0 IGO."
355,"World Bank. 2013. Do Grants to Communities Lead to Better Health and Education?. From evidence to policy;.Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17036 License: CC BY 3.0 IGO."
356,"World Bank. 2014. Hardship and Vulnerability in the Pacific Island Countries : A Regional Companion to the World Development Report 2014. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17543 License: CC BY 3.0 IGO."
357,"World Bank. 2013. Initial Market Assessment : Country Scoping Note--Kenya. Political Champions Group country note;. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22426 License: CC BY 3.0 IGO."
358,"Krauss, Alexander; Graham, Carol. 2013. Subjective Wellbeing in Colombia : Some Insights on Vulnerability, Job Security, and Relative Incomes. Policy Research Working Paper;No. 6672. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16887 License: CC BY 3.0 IGO."
359,"Mulaj, Florentina; Jack, William. 2012. Evaluating the Efficacy of Mass Media and Social Marketing Campaigns in Changing Consumer Financial Behavior. Social Protection and Labor Discussion Paper;No. 1220. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13563 License: CC BY 3.0 IGO."
360,"Headey, Derek D.. 2013. The Impact of the Global Food Crisis on Self-Assessed Food Security. Policy Research Working Paper; No. 6329. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12151 License: CC BY 3.0 Unported."
361,"World Bank. 2013. India Development Update, October 2013. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16642 License: CC BY 3.0 IGO."
362,"World Bank. 2013. South Africa Economic Update : Focus on Financial Inclusion. South Africa economic update; issue no. 4. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16563 License: CC BY 3.0 IGO."
363,"World Bank. 2012. Tightening Demand to Maintain Macroeconomic Balances : Lao PDR Economic Monitor, November 2012. World Bank, Vientiane. © World Bank. https://openknowledge.worldbank.org/handle/10986/13812 License: CC BY 3.0 Unported."
364,"Deininger, Klaus; Liu, Yanyan. 2013. Welfare and Poverty Impacts of India's National Rural Employment Guarantee Scheme : Evidence from Andhra Pradesh. Policy Research Working Paper;No. 6543. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15903 License: CC BY 3.0 Unported."
365,"World Bank. 2014. Lebanon Economic Monitor, Fall 2014 : Downside Risks Materialize. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21969 License: CC BY 3.0 IGO."
366,"Cuesta, Jose. 2013. Social Spending, Distribution, and Equality of Opportunities : Opportunity Incidence Analysis. Policy Research Working Paper;No. 6489. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15848 License: CC BY 3.0 Unported."
367,"Wodon, Quentin. 2012. Improving the Targeting of Social Programs in Ghana. World Bank Study;. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/13082 License: CC BY 3.0 IGO."
368,"Lanjouw, Peter; Marra, Marleen; Nguyen, Cuong. 2013. Vietnam's Evolving Poverty Map : Patterns and Implications for Policy. Policy Research Working Paper;No. 6355. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13156 License: CC BY 3.0 Unported."
369,"World Bank. 2013. Middle East and North Africa Regional Brief. MENA knowledge and learning quick notes series;no. 108. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20557 License: CC BY 3.0 IGO."
370,"World Bank. 2012. Managing Risk, Promoting Growth : Developing Systems for Social Protection in Africa--The World Bank's Africa Social Protection Strategy 2012-2022. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23744 License: CC BY 3.0 IGO."
371,"World Bank. 2013. Africa's Pulse, April 2013 : An Analysis of Issues Shaping Africa's Economic Future. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20238 License: CC BY 3.0 IGO."
372,"Onder, Harun. 2013. Azerbaijan : Inclusive Growth in a Resource-Rich Economy. World Bank Study;. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/12228 License: CC BY 3.0 IGO."
373,"World Bank. 2012. Can Small Farmers Protect Themselves Against Bad Weather?. From evidence to policy;. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22638 License: CC BY 3.0 IGO."
374,"World Bank. 2010. Paraguay Poverty Assessment : Determinants and Challenges for Poverty Reduction. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12585 License: CC BY 3.0 Unported."
375,"Holzmann, Robert. 2012. Global Pension Systems and Their Reform : Worldwide Drivers, Trends, and Challenges. Social Protection and Labor Discussion Paper;No. 1213. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13557 License: CC BY 3.0 IGO."
376,"World Bank. 2013. Indonesia Economic Quarterly, October 2013 : Continuing Adjustment. World Bank, Jakarta. © World Bank. https://openknowledge.worldbank.org/handle/10986/16640 License: CC BY 3.0 IGO."
377,"World Bank. 2012. Government Spending on Health in Lao PDR : Evidence and Issues. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13211 License: CC BY 3.0 Unported."
378,"World Bank. 2013. Towards Better Expenditure Quality : Guatemala Public Expenditure Review. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16085 License: CC BY 3.0 IGO."
379,"Del Carpio, Ximena V.; Loayza, Norman V.. 2012. The Impact of Wealth on the Amount and Quality of Child Labor. Policy Research working paper ; no. WPS 5959. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3244 License: Creative Commons Attribution CC BY 3.0."
380,"Robinson, Andy. 2012. Sanitation Finance in Rural Cambodia. Water and sanitation program guidance note. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17329 License: CC BY 3.0 IGO."
381,"Alkhoja, Ghassan; Dawani, Zaina. 2013. Iraq : A Multi-country South-South Knowledge Exchange on Social Safety Nets. MENA Knowledge and Learning Quick Notes Series;No. 100. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16106 License: CC BY 3.0 Unported."
382,"World Bank. 2014. Political Champions Partnership for Stimulating Insurance Penetration in Lower Income Countries : Initial Market Surveys Summary Note. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22432 License: CC BY 3.0 IGO."
383,"V_lez, Carlos E.; Al-Shawarby, Sherine; El-Laithy, Heba. 2012. Equality of Opportunity for Children in Egypt, 2000-2009 : Achievements and Challenges. Policy Research Working Paper;6159. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12011 License: CC BY 3.0 Unported."
384,"Giannozzi, Sara; Khan, Asmeen. 2013. Strengthening Governance of Social Safety Nets in ASEAN. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16722 License: CC BY 3.0 IGO."
385,"Cho, Yoonyoung; Honorati, Maddalena. 2013. Entrepreneurship Programs in Developing Countries : A Meta Regression Analysis. Policy Research Working Paper;No. 6402. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13199 License: CC BY 3.0 Unported."
386,"World Bank. 2013. Cameroon Econoic Update, January 2013, No. 5 : Mitigating Poverty, Vulnerability, and Risk--A Special Focus on Social Safety Nets. Cameroon economic update;issue no. 5. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16621 License: CC BY 3.0 IGO."
387,"Trimble, Chris; Yoshida, Nobuo; Saqib, Mohammad. 2011. Rethinking Electricity Tariffs and Subsidies in Pakistan. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19456 License: CC BY 3.0 IGO."
388,"Robalino, David A.; Weber, Michael. 2013. Designing and Implementing Unemployment Benefit Systems in Middle and Low Income Countries : Key Choices between Insurance and Savings Accounts. Social protection and labor discussion paper;no. 1303. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20142 License: CC BY 3.0 IGO."
389,"World Bank. 2012. Protecting Poor and Vulnerable Households in Indonesia. World Bank, Jakarta. © World Bank. https://openknowledge.worldbank.org/handle/10986/13810 License: CC BY 3.0 IGO."
390,"Arias Carballo, Diego; Leiva, Juan Jose; Sy, Abdoulaye; Traore, Nouhoum; Manfredi, Federico. 2013. Managing Agricultural Weather Risks in the State of Santa Catarina, Brazil. En breve;no. 184. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22620 License: CC BY 3.0 IGO."
391,"del Ninno, Carlo; Tamiru, Kaleb. 2012. Cameroon Social Safety Nets. Social protection and labor discussion paper;no. 1404. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19003 License: CC BY 3.0 IGO."
392,"Independent Evaluation Group. 2013. The World Bank Group and the Global Food Crisis : An Evaluation of the World Bank Group Response. Washington, DC: World Bank Group. © World Bank. https://openknowledge.worldbank.org/handle/10986/16505 License: CC BY 3.0 IGO."
393,"Ali, Nazaneen Ismail; Jacobs, Andrew; Lipson, Rachel; Isoldi, Fabio. 2013. Innovative Procurement Practices in Iraq's Social Safety Net Program. MENA Knowledge and Learning Quick Notes Series;No. 103. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16105 License: CC BY 3.0 Unported."
394,"World Bank. 2013. Philippine Economic Update : Accelerating Reforms to Meet the Jobs Challenge. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16515 License: CC BY 3.0 IGO."
395,"World Bank. 2013. World Bank East Asia and Pacific Economic Update, April 2013 : A Fine Balance. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/14685 License: Attribution CC BY 3.0."
396,"World Bank. 2013. Oil Rules : Kazakhstan's Policy Options in a Downturn. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16721 License: CC BY 3.0 IGO."
397,"Kamurase, Alex; Wylde, Emily; Hitimana, Stephen; Kitunzi, Anka. 2012. Rwanda : Social Safety Net Assessment. Social protection and labor discussion paper;no. 1419. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/20777 License: CC BY 3.0 IGO."
398,"World Bank. 2013. Republic of Senegal Basic Agricultural Public Expenditure Diagnostic Review. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20141 License: CC BY 3.0 IGO."
399,"Rubio, Gloria M.. 2012. Building Results Frameworks for Safety Nets Projects. Social Protection and Labor Discussion Paper;No. 1218. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13562 License: CC BY 3.0 IGO."
400,"World Bank. 2012. Togo : Towards a National Social Protection Policy and Strategy. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11871 License: CC BY 3.0 IGO."
401,"World Bank. 2012. Liberia - A Diagnostic of Social Protection. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12344 License: CC BY 3.0 Unported."
402,"Lopez-Calva, Luis F.; Rocha, Sonia. 2012. Exiting Belindia? Lesson from the Recent Decline in Income Inequality in Brazil. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12808 License: CC BY 3.0 Unported."
403,"World Bank. 2012. Madagascar - Three Years into the Crisis : An Assessment of Vulnerability and Social Policies and Prospects for the Future, Volume 2. Background Papers. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12358 License: CC BY 3.0 Unported."
404,"World Bank. 2013. Nigeria : Where Has All the Growth Gone?. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19327 License: CC BY 3.0 IGO."
405,"World Bank. 2012. Mauritius Early Childhood Development : SABER Country Report 2012. Systems Approach for Better Education Results (SABER) country report;2012. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20183 License: CC BY 3.0 IGO."
406,"Kanz, Martin. 2012. What Does Debt Relief Do for Development? Evidence from IndiaIs Bailout Program for Highly-Indebted Rural Households. Policy Research Working Paper; No. 6258. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/12110 License: CC BY 3.0 Unported."
407,"Bussolo, Maurizio; De Hoyos, Rafael E.; Medvedev, Denis. 2011. Distributional Effects of the Panama Canal Expansion. Policy Research working paper ; no. WPS 5848. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3615 License: Creative Commons Attribution CC BY 3.0."
408,"Larson, Donald F.. 2013. Blue Water and the Consequences of Alternative Food Security Policies in the Middle East and North Africa for Water Security. Policy Research Working Paper;No. 6464. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15598 License: CC BY 3.0 Unported."
409,"World Bank. 2013. India Development Update, April 2013. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16542 License: CC BY 3.0 IGO."
410,"Sato, Motohiro; Boudreau, Laura. 2012. The Financial and Fiscal Impacts. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16165 License: CC BY 3.0 Unported."
411,"Holzmann, Robert; Palmer, Edward; Robalino, David. 2012. Nonfinancial Defined Contribution Pension Schemes in a Changing Pension World : Volume 1. Progress, Lessons, and Implementation. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/9378 License: CC BY 3.0 IGO."
412,"World Bank. 2013. Honduras Public Expenditure Review : Towards Restoring Fiscal Consolidation. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17364 License: CC BY 3.0 IGO."
413,"World Bank. 2012. Africa's Pulse, October 2012 : An Analysis of Issues Shaping Africa's Economic Future. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20239 License: CC BY 3.0 IGO."
414,"World Bank. 2012. Zambia Poverty Assessment : Stagnant Poverty and Inequality in a Natural Resource-Based Economy. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16792 License: CC BY 3.0 IGO."
