"","aiddata_id","year","commitment_date","start_date","end_date","donor","donor_iso2","donor_iso3","umbrella","donor_project_id","crsid","financing_agency","donor_type","bi_multi","recipient","recipient_iso2","recipient_iso3","private_recipient","implementing_agency","channel_code","borrower","beneficiary","guarantor","other_involved_institutions","commitment_amount","commitment_amount_currency","commitment_amount_usd_nominal","commitment_amount_usd_constant","disbursement_amount","disbursement_amount_currency","disbursement_amount_usd_nominal","disbursement_amount_usd_constant","total_project_cost","total_project_cost_currency","total_project_cost_usd_nominal","total_project_cost_usd_constant","title","short_description","short_description_original_language","long_description","long_description_original_language","additional_info","additional_info_original_language","flow_type","crs_flow_name","number_repayments_per_year","repay_type","loan_term","grace_period","interest_rate","second_interest_rate","grant_element","cancelled","repay_date_first","repay_date_last","untied_amount_usd_nominal","partial_tied_amount_usd_nominal","tied_amount_usd_nominal","received_amount_usd_nominal","irtc_amount_usd_nominal","expert_commitment_amount_usd_nominal","expert_extended_amount_usd_nominal","export_credit_amount_usd_nominal","outstanding_amount_usd_nominal","arrears_principal_amount_usd_nominal","arrears_interest_amount_usd_nominal","future_ds_principal_amount_usd_nominal","future_ds_interest_amount_usd_nominal","region","location","source","language","biodiversity","climate","desertification","crs_purpose_code","crs_purpose_name","gender","trade","pdgg","ftc","sector_programme","sector","sector_code","associated_financing","initial_report","finance_t","environmental_impact_assessment","environment","investment_project","aiddata_purpose_code","aiddata_purpose_name","aiddata_activity_code","aiddata_activity_name","aiddata_feasibility_study","aiddata_technical_assistance","coalesced_purpose_code","coalesced_purpose_name","aiddata_is_conflict"
"42",26965762,1997,"","","","United States","US","USA","","271-K636","19971162","AID","Bilateral",NA,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1555650000,NA,"USD",NA,NA,NA,"",NA,NA,"ISRAEL CASH TRANSFER","BROADBASED ECO GROWTH:CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1200,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Previous Aid Flows","English",NA,NA,NA,51010,"GENERAL BUDGET SUPPORT",NA,NA,NA,NA,NA,"",510,NA,NA,NA,"",NA,"",NA,"","","","","",51010,"GENERAL BUDGET SUPPORT",""
"43",11179146,1997,"","","","United States","US","USA","","277-K623","971164","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",21996000,"USD",21996000,28515000,NA,"USD",NA,NA,NA,"",NA,NA,"CASH TRANSFER FY 97","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",21.996,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"44",26965762,1997,"","","","United States","US","USA","","271-K636","19971162","AID","Bilateral",NA,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1555650000,NA,"USD",NA,NA,NA,"",NA,NA,"ISRAEL CASH TRANSFER","BROADBASED ECO GROWTH:CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1200,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Previous Aid Flows","English",NA,NA,NA,51010,"GENERAL BUDGET SUPPORT",NA,NA,NA,NA,NA,"",510,NA,NA,NA,"",NA,"",NA,"","","","","",51010,"GENERAL BUDGET SUPPORT",""
"45",11179146,1997,"","","","United States","US","USA","","277-K623","971164","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",21996000,"USD",21996000,28515000,NA,"USD",NA,NA,NA,"",NA,NA,"CASH TRANSFER FY 97","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",21.996,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"46",27008753,1998,"","","","United States","US","USA","","271-K637","19981311","AID","Bilateral",NA,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1538270000,NA,"USD",NA,NA,NA,"",NA,NA,"ISRAEL CASH TRANSFER","ISRAEL CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1200,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Previous Aid Flows","English",NA,NA,NA,51010,"GENERAL BUDGET SUPPORT",NA,NA,NA,NA,NA,"",510,NA,NA,NA,"",NA,"",NA,"","","","","",51010,"GENERAL BUDGET SUPPORT",""
"47",27008753,1998,"","","","United States","US","USA","","271-K637","19981311","AID","Bilateral",NA,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1538270000,NA,"USD",NA,NA,NA,"",NA,NA,"ISRAEL CASH TRANSFER","ISRAEL CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1200,0,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Previous Aid Flows","English",NA,NA,NA,51010,"GENERAL BUDGET SUPPORT",NA,NA,NA,NA,NA,"",510,NA,NA,NA,"",NA,"",NA,"","","","","",51010,"GENERAL BUDGET SUPPORT",""
"48",27210501,2001,"","","","United States","US","USA","","271-001-ES-POSE","20013785","AID","Bilateral",NA,"Israel","IL","ISR","","",NA,"","","","",7.2e+08,"USD",7.2e+08,870634000,NA,"USD",NA,NA,NA,"",NA,NA,"SUPPORT POLICY REFORM FOR FINANCIAL STABILITY","SUPPORT POLICY REFORM FOR FINANCIAL STABILITY","","Support Policy Reform for Financial Stability Economic Gr./Agr. Development Private Markets/Poverty Mitigation Political/Security Assistance (only for Isreal, Turkey Cash Transfers, &amp; South Pacific Tuna Treaty) 1:  Broad-based economic growth and agri","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,0,NA,NA,0,NA,"",NA,NA,NA,NA,NA,"","","","Previous Aid Flows","English",NA,NA,NA,51010,"GENERAL BUDGET SUPPORT",0,NA,NA,NA,NA,"",510,NA,NA,NA,"",NA,"",NA,"","","","","",51010,"GENERAL BUDGET SUPPORT",""
"49",16591741,2001,"","","","United States","US","USA","","391-ERF-ES-POSE","014018","AID","Bilateral",1,"Pakistan","PK","PAK","","",NA,"","","","",6e+08,"USD",6e+08,725529000,NA,"USD",NA,NA,NA,"",NA,NA,"EMERGENCY RELIEF FUNDS","OTHER GENERAL PROGRAMME AND COMMODITY ASSISTANCE: EMERGENCY RELIEF FUNDS","","Emergency Relief Funds Economic Gr./Agr. Development Private Markets/Poverty Mitigation Political/Security Assistance (only for Isreal, Turkey Cash Transfers, &amp; South Pacific Tuna Treaty) 1:  Broad-based economic growth and agricultural development en","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,0,NA,"",NA,NA,NA,NA,NA,"","South & Central Asia","Pakistan","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"50",3002081,2001,"","2001-07-01 00:00:00","","Brazil","BR","BRA","","","","abc","Bilateral",NA,"Mozambique","MZ","MOZ","f","1. African Division - II 2. Brazilian Ministry of Sports 3. Child's Mission",NA,"","","","",60855,"USD",60855,134055,NA,"",NA,NA,89114,"USD",89114,196305.215850975,"Bolsa-Escola (School scholarship -Cash Transfer Program  Conditional on Enrollment) in Mozambique","<br>","","To train the Mozambican team to apply the 'Bolsa-Escola' Program and implement a pilot-project for 100 families.","Treinar equipe moçambicana para aplicar o Programa Bolsa-Escola naquele país e implantar um projeto-piloto para 100 famílias.","","","","",NA,NA,"","","",NA,NA,"f","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Donor Documents","English",NA,NA,NA,0,"",NA,NA,NA,NA,NA,"",0,NA,NA,NA,"f",NA,"f",11110,"Education policy and administrative management","11110.02|11110.03","Education sector policy, planning and programmes|Institution capacity building, Education","t","f",11110,"Education policy and administrative management","f"
"51",20411063,2003,"","","","United States","US","USA","","03UML01242","030331","AID","Bilateral",1,"Bolivia","BO","BOL","","",NA,"","","","",8e+06,"USD",8e+06,9318940,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER","","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","South America","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"52",20405266,2003,"","","","United States","US","USA","","03UML01241","030254","AID","Bilateral",1,"Bolivia","BO","BOL","","",NA,"","","","",1e+07,"USD",1e+07,11648700,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER","","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","South America","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"53",2402898,2003,"","","","Inter-American Development Bank (IADB)","","","IADB","","","","Multilateral",NA,"Ecuador","EC","ECU","","",NA,"","","","",2e+08,"USD",2e+08,254534000,0,"USD",0,0,0,"USD",0,0,"Social Sector Reform Program","","","This operation will protect priority health, education and social welfare spending during a period of macroeconomic adjustment, while supporting reforms to improve the quality and efficiency of such programs. Reforms will require that cash transfers to im","","","","a_ no value","",NA,NA,"","","",NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Annual Report","English",NA,NA,NA,0,"",NA,NA,NA,NA,NA,"",0,NA,NA,NA,"",NA,"",16050,"Multisector aid for social services","12240.01|16020.02|16010.06|12005.01|16010.01|11330.01|11105.01","Basic nutrition, activity unspecified or does not fit elsewhere in group|Employment policy and planning|Social dimensions of structural adjustment|Health, activity unspecified or does not fit under any other applicable codes|Social/welfare services, activ","f","f",16050,"Multisector aid for social services","f"
"54",20371486,2003,"","","","United States","US","USA","","03UML02096","030963","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",2944000,"USD",2944000,3429370,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - COUNTRY PROJECTS","SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"55",20377701,2003,"","","","United States","US","USA","","03UML02098","034013","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",250000,"USD",250000,291217,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - COUNTRY PROJECTS","ECONOMIC SUPPORT FUND","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"56",20375942,2003,"","","","United States","US","USA","","03UML02094","032658","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",596000,"USD",596000,694261,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - COUNTRY PROJECTS","ECONOMIC SUPPORT FUND","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"57",20376557,2003,"","","","United States","US","USA","","03UML01668","032007","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",1e+06,"USD",1e+06,1164870,NA,"USD",NA,NA,NA,"",NA,NA,"DEVELOPMENT ASSISTANCE - DEVELOPMENT ASSISTANCE: PROJECT ASSISTANCE - COUNTRY PROJECTS","SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"58",20411063,2003,"","","","United States","US","USA","","03UML01242","030331","AID","Bilateral",1,"Bolivia","BO","BOL","","",NA,"","","","",8e+06,"USD",8e+06,9318940,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER","","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","South America","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"59",20374847,2003,"","","","United States","US","USA","","03UML02097","035404","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",110000,"USD",110000,128136,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - COUNTRY PROJECTS","ECONOMIC SUPPORT FUND","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"60",20374782,2003,"","","","United States","US","USA","","03UML01669","035568","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",1e+05,"USD",1e+05,116487,NA,"USD",NA,NA,NA,"",NA,NA,"DEVELOPMENT ASSISTANCE - DEVELOPMENT ASSISTANCE: PROJECT ASSISTANCE - COUNTRY PROJECTS","DEVELOPMENT ASSISTANCE","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"61",20376786,2003,"","","","United States","US","USA","","03UML02095","031847","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",1134000,"USD",1134000,1320960,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - COUNTRY PROJECTS","SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"62",20371519,2003,"","","","United States","US","USA","","03UML02093","030948","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",2994000,"USD",2994000,3487620,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - COUNTRY PROJECTS","SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS","","PROGRAM TO SUPPORT USAID SPECIAL OBJECTIVE TO SUPPORT THE IMPLEMENTATION OF THE GUATEMALAN PEACE ACCORDS, DUE TO BE SIGNED ON 12/29/96. THE PROGRAM WILL PROVIDE A $10 MILLION CASH TRANSFER GRANT TO THE GOVERNMENT OF GUATEMALA (GOG) FOR U.S. IMPORTS OR FO","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,1,NA,"IV.2. Other Multisector",430,NA,1,110,"",NA,"",NA,"","","","","",43010,"Multisector aid",""
"63",20405266,2003,"","","","United States","US","USA","","03UML01241","030254","AID","Bilateral",1,"Bolivia","BO","BOL","","",NA,"","","","",1e+07,"USD",1e+07,11648700,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER","","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","South America","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"64",20433949,2003,"","","","United States","US","USA","","03UML01240","030023","AID","Bilateral",1,"Jordan","JO","JOR","","",NA,"","","","",129500000,"USD",129500000,150850000,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","INCREASED ECONOMIC OPPORTUNITIES FOR JORDANIANS","","INCREASED ECONOMIC OPPORTUNITIES FOR JORDANIANS","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"65",20411063,2003,"","","","United States","US","USA","","03UML01242","030331","AID","Bilateral",1,"Bolivia","BO","BOL","","",NA,"","","","",8e+06,"USD",8e+06,9318940,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER","","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","South America","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"66",20405266,2003,"","","","United States","US","USA","","03UML01241","030254","AID","Bilateral",1,"Bolivia","BO","BOL","","",NA,"","","","",1e+07,"USD",1e+07,11648700,NA,"USD",NA,NA,NA,"",NA,NA,"ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER","","ECONOMIC SUPPORT FUND: PROGRAM ASSISTANCE - CASH TRANSFER (BALANCE OF PAYMENTS)","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","South America","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"67",22879391,2004,"","","","United States","US","USA","","04UCL00259","048157","AID","Bilateral",1,"Jordan","JO","JOR","","",NA,"","","","",238525000,"USD",238525000,270184000,NA,"USD",NA,NA,NA,"",NA,NA,"CASH TRANSFER ASSISTANCE TO JORDAN","CASH TRANSFER ASSISTANCE TO JORDAN","","BUREAU FOR ASIA AND NEAR EAST, PHX","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,43010,"Multisector aid",NA,NA,NA,NA,1,"IV.2. Other Multisector",430,NA,1,110,"",0,"",NA,"","","","","",43010,"Multisector aid",""
"68",2417964,2004,"2004-06-17 00:00:00","","2009-12-31 00:00:00","World Bank - International Bank for Reconstruction and Development (IBRD)","","","WORLD BANK","P087713","","","Multilateral",NA,"Brazil","BR","BRA","","MINISTRY OF SOCIAL DEVELOPMENT AND ERADICATION OF HUNGER",NA,"FEDERATIVE REPUBLIC OF BRAZIL","","","",572200000,"USD",572200000,665709000,NA,"",NA,NA,6194900000,"USD",6194900000,7207276341.66197,"BR  Bolsa Familia 1st APL","Health and other social services (Other social services): 97, Public Administration, Law, and Justice (Central government administration): 2, Public Administration, Law, and Justice (Sub-national government administration): 1","","The project will adopt three key features in terms of the lending instrument: (a) a programmatic approach; (b) a Program-Based Sector-wide Approach (SWAp); and (c) mechanisms to pace disbursements against conditional cash transfers under the Bolsa Familia","","Finance Lending Instrument:Adaptable Program Loan environmental category:C project status:Active","","a_ no value","",NA,NA,"","","",NA,NA,"f","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Donor Website","English",NA,NA,NA,0,"",NA,NA,NA,NA,NA,"",0,NA,NA,NA,"",NA,"",16010,"Social/ welfare services","16010.02|16010.03|16010.01","Social legislation and administration|Institution capacity building, social welfare services|Social/welfare services, activity unspecified or does not fit elsewhere in this group","f","t",16010,"Social/ welfare services","f"
"69",2417974,2004,"2004-06-15 00:00:00","","2006-06-30 00:00:00","World Bank - International Development Association (IDA)","","","WORLD BANK","P070992","","","Multilateral",NA,"Bosnia-Herzegovina","BA","BIH","","N/A",NA,"GOVERNMENT OF BOSNIA AND HERZEGOVINA","","","",5.1e+07,"USD",5.1e+07,59334500,NA,"",NA,NA,5.1e+07,"USD",5.1e+07,59334467.6144506,"Social Sector Adjustment Credit 2 (SOSAC 2)","Health and other social services (Other social services): 75, Public Administration, Law, and Justice (Compulsory pension and unemployment insurance): 25","","The objective of the Second Social Sector Adjustment Credit (SOSAC II) is to support reforms in cash transfer and labor programs and institutions in Bosnia-Herzegovina--which reorient social protection towards programs that protect the poorest and most di","","Finance Lending Instrument:Sector Adjustment Loan environmental category:C project status:Closed","","a_ no value","",NA,NA,"","","",NA,NA,"f","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Donor Website","English",NA,NA,NA,0,"",NA,NA,NA,NA,NA,"",0,NA,NA,NA,"",NA,"",16010,"Social/ welfare services","16010.02|16010.01|16020.02|16010.04|16020.04|16010.05","Social legislation and administration|Social/welfare services, activity unspecified or does not fit elsewhere in this group|Employment policy and planning|Social security and other social schemes|Institution capacity building, employment|Support for vulne","f","f",16010,"Social/ welfare services","f"
